epoch,lr,train_loss,train_acc,val_acc,time_s,mix_to_dummy,loss_known,loss_cp,loss_dp,dummy_second
36,0.00020610737385376337,0.02158448260822545,0.9993777777777778,0.8456,28.636525869369507,0.9890358664772727,0.010784041070358151,0.0065734527723345145,0.04226988824269607,0.9995561079545454
37,0.00018128800512565502,0.033597194498394274,0.9995555555555555,0.9258,28.556782960891724,0.9641335227272727,0.010849258005195721,0.006209898480764506,0.16538037909512324,0.9996448863636364
38,0.00015772644703565555,0.018918526657878167,0.9995111111111111,0.8682,28.314913511276245,0.9917436079545454,0.009621417970761699,0.006009452150795947,0.03287656424932224,0.9996448863636364
39,0.00013551568628929425,0.023659492473763585,0.9996888888888888,0.8988,28.41625690460205,0.9834872159090909,0.009929762304554142,0.006201009456576271,0.07528720534835222,0.9997780539772727
40,0.00011474337861210535,0.020559211543348447,0.9995111111111111,0.9084,28.452179670333862,0.9884144176136364,0.009158672241689848,0.006056168862745504,0.05344370380705434,0.9996892755681818
41,9.549150281252626e-05,0.01638591924380638,0.9998222222222222,0.9248,28.613201141357422,0.9952503551136364,0.008978716423205862,0.005649360136224211,0.01757842664797367,0.9997780539772727
42,7.783603724899252e-05,0.020042425663136368,0.9996888888888888,0.8932,28.479812622070312,0.9880149147727273,0.008964282806449442,0.005889713214525149,0.05188429507358127,0.9997336647727273
43,6.184665997806817e-05,0.020658308780349962,0.9996,0.8886,28.56577467918396,0.9852627840909091,0.009497235058833294,0.005905906763060061,0.052551669085832226,0.9995561079545454
44,4.7586473766990294e-05,0.019088245405741458,0.9996888888888888,0.8798,28.528379678726196,0.99072265625,0.009177134355757682,0.005916272442184642,0.039948384851661765,0.9996004971590909
45,3.5111757055874305e-05,0.017862148547216995,0.9997777777777778,0.9144,28.410534620285034,0.99267578125,0.008674101366275201,0.00565447151033864,0.03533575621655804,0.9997780539772727
46,2.4471741852423218e-05,0.01802252621167678,0.9998222222222222,0.8718,28.3736310005188,0.9906782670454546,0.008207318039653315,0.005735610726167744,0.040795974686096255,0.9998668323863636
47,1.5708419435684507e-05,0.016014265797407876,0.9997333333333334,0.8826,28.268739223480225,0.9968039772727273,0.008333098196255212,0.005942548658243719,0.01738618926769546,0.9996448863636364
48,8.856374635655634e-06,0.01731799996526785,0.9997777777777778,0.8616,28.44557785987854,0.9931640625,0.008363516722139057,0.005808654491292228,0.03145828693761194,0.9997780539772727
49,3.942649342761115e-06,0.01509573647688905,0.9997333333333334,0.858,28.288231372833252,0.9973810369318182,0.00806806535216641,0.005754018211022908,0.01273652850729625,0.9997780539772727
50,9.866357858642198e-07,0.01911190669158135,0.9997777777777778,0.9064,28.51961064338684,0.9886363636363636,0.007469479284984779,0.005585721916180442,0.060567055000733075,0.9999556107954546
