epoch,lr,train_loss,train_acc,val_acc,time_s,loss_ce
1,0.1,1.95279407907616,0.2997111111111111,0.4162,50.7626678943634,1.95279407907616
2,0.09997532801828658,1.4282899190756408,0.4748888888888889,0.5054,22.72360110282898,1.4282899190756408
3,0.09990133642141358,1.1558046974241734,0.5826,0.618,24.457830667495728,1.1558046974241734
4,0.099778098230154,0.9515115229243581,0.6609777777777778,0.6524,23.57259750366211,0.9515115229243581
5,0.0996057350657239,0.7767387830059637,0.7239333333333333,0.6912,23.966288089752197,0.7767387830059637
6,0.09938441702975688,0.6647764575583014,0.7679555555555555,0.7244,24.953160524368286,0.6647764575583014
7,0.09911436253643444,0.5968454296446659,0.7928888888888889,0.7554,25.28239345550537,0.5968454296446659
8,0.09879583809693737,0.5582807373086159,0.8070888888888889,0.7786,25.1017644405365,0.5582807373086159
9,0.09842915805643156,0.5234284247695045,0.8195333333333333,0.7854,24.760807752609253,0.5234284247695045
10,0.09801468428384716,0.5013260286809369,0.8291333333333334,0.7768,24.322036027908325,0.5013260286809369
11,0.09755282581475769,0.48256230989301746,0.8350444444444445,0.7564,23.217875003814697,0.48256230989301746
12,0.09704403844771128,0.4636220068416812,0.8400444444444445,0.7814,23.760491609573364,0.4636220068416812
13,0.09648882429441258,0.4443194527940994,0.8483777777777778,0.8028,25.070799112319946,0.4443194527940994
14,0.09588773128419906,0.432797632815147,0.8512888888888889,0.8324,24.68337345123291,0.432797632815147
15,0.09524135262330098,0.41933228545398876,0.8562444444444445,0.8214,24.271597385406494,0.41933228545398876
16,0.0945503262094184,0.4165065248750828,0.8576888888888888,0.7432,25.199623584747314,0.4165065248750828
17,0.09381533400219319,0.40222452889958565,0.8628888888888889,0.856,24.924628496170044,0.40222452889958565
18,0.0930371013501972,0.39210847401144827,0.8668666666666667,0.8344,24.640644788742065,0.39210847401144827
19,0.09221639627510078,0.3746041029437699,0.8725555555555555,0.8204,22.692476987838745,0.3746041029437699
20,0.09135402871372812,0.3811696460470557,0.8695111111111111,0.8228,23.402700901031494,0.3811696460470557
21,0.09045084971874741,0.37387001467868686,0.8733111111111111,0.79,24.225297689437866,0.37387001467868686
22,0.08950775061878455,0.359063110483641,0.8768888888888889,0.8358,23.842227935791016,0.359063110483641
23,0.0885256621387895,0.349706480787559,0.8804666666666666,0.8316,21.61164689064026,0.349706480787559
24,0.08750555348152302,0.3481256715445356,0.8799555555555556,0.8562,25.067679166793823,0.3481256715445356
25,0.08644843137107061,0.3409020444378257,0.8829111111111111,0.8454,25.285677194595337,0.3409020444378257
26,0.0853553390593274,0.34039180806245317,0.8848222222222222,0.8514,23.890950679779053,0.34039180806245317
27,0.08422735529643446,0.33091445931826124,0.8870222222222223,0.8454,25.036054372787476,0.33091445931826124
28,0.08306559326618262,0.3255476077849215,0.8899555555555556,0.8574,24.8451189994812,0.3255476077849215
29,0.08187119948743452,0.3196982757442377,0.8915777777777778,0.8306,24.324975967407227,0.3196982757442377
30,0.08064535268264886,0.3125971178524196,0.8916444444444445,0.8326,22.97930645942688,0.3125971178524196
31,0.0793892626146237,0.31335100675509736,0.8938444444444444,0.863,24.261990070343018,0.31335100675509736
32,0.07810416889260657,0.30730298936197703,0.8942666666666667,0.8684,24.83211874961853,0.30730298936197703
33,0.07679133974894986,0.2963089117441665,0.8989333333333334,0.8376,24.81381845474243,0.2963089117441665
34,0.0754520707875186,0.29470750046047295,0.8990666666666667,0.8596,21.8265597820282,0.29470750046047295
35,0.0740876837050858,0.28615107192573225,0.9023777777777777,0.8724,24.57331156730652,0.28615107192573225
36,0.07269952498697738,0.27765733253380115,0.9050222222222222,0.8836,25.44328474998474,0.27765733253380115
37,0.07128896457825366,0.27643949815749447,0.9057555555555555,0.8714,24.63996696472168,0.27643949815749447
38,0.06985739453173906,0.27506840296766977,0.9062222222222223,0.8434,25.68787932395935,0.27506840296766977
39,0.06840622763423394,0.27054851019585674,0.9066888888888889,0.8588,25.499218702316284,0.27054851019585674
40,0.06693689601226462,0.2614962853575972,0.9090666666666667,0.873,25.532053232192993,0.2614962853575972
41,0.06545084971874741,0.25623028037476947,0.9128444444444445,0.8802,24.666829586029053,0.25623028037476947
42,0.06394955530196152,0.2616214816543189,0.9093777777777777,0.8424,23.39321541786194,0.2616214816543189
43,0.062434494358242776,0.24753349179147996,0.9141333333333334,0.8452,22.994670629501343,0.24753349179147996
44,0.06090716206982718,0.2388593714091588,0.9182444444444444,0.8398,24.65058732032776,0.2388593714091588
45,0.05936906572928628,0.23426955197514457,0.9192888888888889,0.8732,24.942479372024536,0.23426955197514457
46,0.05782172325201159,0.22943083074113185,0.9206,0.878,23.26615619659424,0.22943083074113185
47,0.056266661678215264,0.2260934509421614,0.9228,0.8536,23.56455898284912,0.2260934509421614
48,0.05470541566592575,0.22339258770543066,0.9234,0.8798,26.235456228256226,0.22339258770543066
49,0.053139525976465714,0.21464882577261465,0.927,0.8768,26.74464178085327,0.21464882577261465
50,0.05157053795390645,0.20453852514567022,0.9303111111111111,0.895,26.01906967163086,0.20453852514567022
51,0.05000000000000004,0.20096697630784052,0.9304,0.876,26.32510995864868,0.20096697630784052
52,0.04842946204609362,0.19479290362108836,0.9337777777777778,0.8974,23.566959381103516,0.19479290362108836
53,0.04686047402353437,0.19669898507312278,0.9320888888888889,0.8854,25.773548364639282,0.19669898507312278
54,0.045294584334074316,0.18475218241060662,0.9356222222222222,0.9026,26.75969934463501,0.18475218241060662
55,0.043733338321784825,0.18234464623541993,0.9376888888888889,0.9058,26.31314492225647,0.18234464623541993
56,0.042178276747988484,0.17330728347455573,0.9407111111111112,0.8884,25.107654094696045,0.17330728347455573
57,0.0406309342707138,0.1654276596170596,0.9430666666666667,0.8972,25.164331436157227,0.1654276596170596
58,0.039092837930172916,0.15970205163202164,0.9456222222222223,0.9032,25.938433170318604,0.15970205163202164
59,0.037565505641757285,0.15006984153296798,0.9493111111111111,0.9002,24.700016736984253,0.15006984153296798
60,0.03605044469803857,0.14561388980258594,0.9497777777777778,0.8898,24.65440034866333,0.14561388980258594
61,0.034549150281252675,0.14140137821562926,0.9512222222222222,0.9126,24.921412467956543,0.14140137821562926
62,0.03306310398773546,0.12889187422115356,0.9562,0.8896,25.169992208480835,0.12889187422115356
63,0.031593772365766146,0.129532393861816,0.9557333333333333,0.9024,26.139254093170166,0.129532393861816
64,0.030142605468260992,0.1173903167840432,0.9596666666666667,0.901,25.63632583618164,0.1173903167840432
65,0.028711035421746394,0.11444690881762654,0.9611555555555555,0.9156,24.674501180648804,0.11444690881762654
66,0.027300475013022688,0.1079581518583423,0.9626444444444444,0.9134,25.293113231658936,0.1079581518583423
67,0.025912316294914254,0.10401499140161005,0.9644666666666667,0.904,24.582401037216187,0.10401499140161005
68,0.02454792921248146,0.09091510868165642,0.9689777777777778,0.8998,24.732253789901733,0.09091510868165642
69,0.02320866025105018,0.08477674166947095,0.9716888888888889,0.9122,25.131978034973145,0.08477674166947095
70,0.021895831107393487,0.07625509391073138,0.9744888888888888,0.9192,26.8979594707489,0.07625509391073138
71,0.02061073738537637,0.07365010536688549,0.9756666666666667,0.929,27.438841342926025,0.07365010536688549
72,0.01935464731735119,0.06505225823705339,0.978,0.9232,26.94133734703064,0.06505225823705339
73,0.018128800512565532,0.06069865927830423,0.9789555555555556,0.9288,25.58865261077881,0.06069865927830423
74,0.016934406733817433,0.05350827757766555,0.9822222222222222,0.9332,24.390910625457764,0.05350827757766555
75,0.01577264470356558,0.04463870720990764,0.9859333333333333,0.9254,25.218345403671265,0.04463870720990764
76,0.014644660940672643,0.04119605848840861,0.9872888888888889,0.9332,24.343966245651245,0.04119605848840861
77,0.013551568628929448,0.03504138536465524,0.9886,0.9356,24.79763889312744,0.03504138536465524
78,0.012494446518477033,0.0310301643489352,0.9901777777777778,0.9416,24.412057876586914,0.0310301643489352
79,0.011474337861210555,0.024296326015081086,0.9927111111111111,0.94,25.801329135894775,0.024296326015081086
80,0.01049224938121549,0.018085484911187614,0.9947777777777778,0.9422,26.47889995574951,0.018085484911187614
81,0.009549150281252642,0.017263485084351323,0.9951333333333333,0.945,26.30093240737915,0.017263485084351323
82,0.008645971286271922,0.013180934478110761,0.9963333333333333,0.948,25.981434106826782,0.013180934478110761
83,0.007783603724899264,0.00981923740619095,0.9974,0.9538,22.373698711395264,0.00981923740619095
84,0.006962898649802819,0.00822046588225269,0.9979111111111111,0.9516,24.334752321243286,0.00822046588225269
85,0.0061846659978068265,0.0063392600502332,0.9984666666666666,0.9496,22.97515320777893,0.0063392600502332
86,0.005449673790581615,0.005816686743029012,0.9986222222222222,0.956,25.216967582702637,0.005816686743029012
87,0.004758647376699036,0.004450875695263015,0.9991555555555556,0.952,26.98381280899048,0.004450875695263015
88,0.004112268715800957,0.0035906250696743055,0.9996222222222222,0.9532,24.085556983947754,0.0035906250696743055
89,0.003511175705587435,0.0029642473111214877,0.9996666666666667,0.9556,24.30647325515747,0.0029642473111214877
90,0.0029559615522887295,0.0030686805449394424,0.9996444444444444,0.9554,26.22406029701233,0.0030686805449394424
91,0.0024471741852423253,0.0028451357687696477,0.9996666666666667,0.9544,26.222129106521606,0.0028451357687696477
92,0.0019853157161528537,0.0028987328341000566,0.9996222222222222,0.9542,24.467047214508057,0.0028987328341000566
93,0.0015708419435684529,0.0025779236735119907,0.9996888888888888,0.955,24.10914635658264,0.0025779236735119907
94,0.0012041619030626347,0.0024457813511121044,0.9997777777777778,0.9546,23.79599094390869,0.0024457813511121044
95,0.0008856374635655646,0.002280695574716612,0.9998444444444444,0.9548,26.08436894416809,0.002280695574716612
96,0.0006155829702431174,0.0024379818055008814,0.9998,0.9554,24.919994831085205,0.0024379818055008814
97,0.00039426493427611206,0.002323464640953303,0.9999111111111111,0.9558,25.59192657470703,0.002323464640953303
98,0.00022190176984600036,0.0021847573238615455,0.9999333333333333,0.9568,26.497020721435547,0.0021847573238615455
99,9.866357858642213e-05,0.0022119445197445616,0.9998888888888889,0.9568,26.316810846328735,0.0022119445197445616
100,2.4671981713420017e-05,0.0021207914705883013,0.9999111111111111,0.955,25.47517228126526,0.0021207914705883013
